	doi	registration_agency
3705	10.3390/w10070846	Crossref
3706	10.1016/j.marpol.2017.11.027	Crossref
3707	10.1007/s13412-017-0429-6	Crossref
3708	10.1111/mec.13111	Crossref
3709	10.1002/2014JC009999	Crossref
3710	10.1016/j.scitotenv.2017.06.189	Crossref
3711	10.1371/journal.pone.0086130	Crossref
3712	10.1016/j.agsy.2016.11.003	Crossref
3713	10.1016/j.ecolind.2017.10.010	Crossref
3714	10.1007/s12237-013-9740-y	Crossref
3715	10.1126/science.aao0503	Crossref
3716	10.9753/icce.v36.structures.36	Crossref
3717	10.3390/w10070897	Crossref
3718	10.1029/2018EF000825	Crossref
3719	10.1029/2006JD008304	Crossref
3720	10.1029/2007GC001847	Crossref
3722	10.1038/ngeo2563	Crossref
3723	10.3189/2015JoG14J221	Crossref
3724	10.1175/JAS-D-16-0045.1	Crossref
3725	10.1016/j.marenvres.2014.03.015	Crossref
3726	10.1007/s12665-013-2904-z	Crossref
3727	10.1016/j.apgeog.2018.12.011	Crossref
3728	10.1016/j.ecoser.2013.07.002	Crossref
3729	10.1029/2018JC014341	Crossref
3730	10.1080/09640568.2019.1569503	Crossref
3731	10.1016/j.marpolbul.2015.08.016	Crossref
3732	10.1016/j.jhydrol.2018.02.044	Crossref
3733	10.1007/s003820100184	Crossref
3734	10.5194/tc-9-603-2015	Crossref
3736	10.1016/j.jenvp.2014.11.012	Crossref
3737	10.1007/s10584-018-2359-z	Crossref
3738	10.5194/nhess-14-1085-2014	Crossref
3739	10.1007/s10113-015-0867-1	Crossref
3740	10.1007/s11069-013-0612-3	Crossref
3741	10.3189/2014JoG14J051	Crossref
3742	10.1098/rsos.150181	Crossref
3743	10.1007/s11069-015-1875-7	Crossref
3744	10.1016/j.ecss.2018.12.021	Crossref
3745	10.1177/0739456X16659700	Crossref
3746	10.1073/pnas.0907765106	Crossref
3747	10.1163/18786561-00402006	Crossref
3748	10.1016/j.techfore.2013.12.028	Crossref
3749	10.1016/j.envsci.2017.09.007	Crossref
3750	10.1080/17565529.2016.1146120	Crossref
3751	10.1175/JCLI-D-11-00146.1	Crossref
3752	10.1890/12-1716.1	Crossref
3753	10.1007/s11069-011-9975-5	Crossref
3754	10.5194/hess-18-3987-2014	Crossref
3755	10.1038/s41598-017-01362-7	Crossref
3756	10.1002/2014GL061142	Crossref
3758	10.1016/S0921-8181(03)00023-7	Crossref
3759	10.5194/nhess-16-1841-2016	Crossref
3760	10.5194/nhess-18-2127-2018	Crossref
3761	10.1002/2016EF000505	Crossref
3762	10.1038/s41467-018-04692-w	Crossref
3763	10.1007/s00382-016-3019-5	Crossref
3764	10.2166/wst.2018.038	Crossref
3765	10.1016/j.ocecoaman.2019.01.010	Crossref
3766	10.1029/2012GL051230	Crossref
3767	10.1038/nclimate3001	Crossref
3768	10.1007/s10712-016-9399-6	Crossref
3769	10.1002/2013GL058777	Crossref
3770	10.1038/ncomms16075	Crossref
3771	10.1002/2015GL063876	Crossref
3772	10.1002/2017GL076470	Crossref
3773	10.1007/978-1-4614-4602-6_9	Crossref
3774	10.1016/S0377-2217(00)00071-0	Crossref
3775	10.1016/j.oceaneng.2009.07.018	Crossref
3776	10.1016/j.ocecoaman.2014.03.009	Crossref
3777	10.1016/j.ijdrr.2018.03.020	Crossref
3778	10.1002/wcc.515	Crossref
3779	10.1080/17565529.2013.835707	Crossref
3780	10.1007/s10113-016-1036-x	Crossref
3781	10.1007/s12237-013-9601-8	Crossref
3782	10.1007/s10584-014-1250-9	Crossref
3783	10.1038/nclimate2635	Crossref
3784	10.1007/s12237-016-0166-1	Crossref
3785	10.1002/2016GL069653	Crossref
3786	10.1002/wcc.377	Crossref
3787	10.1080/13549839.2014.930425	Crossref
3788	10.3189/S0022143000023327	Crossref
3789	10.1111/j.1468-2257.2005.00265.x	Crossref
3790	10.1007/s10113-016-1012-5	Crossref
3791	10.1016/j.ocecoaman.2011.09.005	Crossref
3792	10.1525/elementa.128	Crossref
3793	10.1139/cjfr-2017-0465	Crossref
3794	10.1016/j.envsci.2013.04.002	Crossref
3795	10.1016/j.jhydrol.2017.02.047	Crossref
3796	10.5751/ES-07403-200403	Crossref
3797	10.1353/sais.2015.0016	Crossref
3798	10.1029/96JB00104	Crossref
3799	10.1038/s41467-018-08068-y	Crossref
3800	10.1038/nclimate2924	Crossref
3801	10.1016/j.scitotenv.2014.03.049	Crossref
3802	10.1016/j.geoforum.2014.10.016	Crossref
3803	10.1126/sciadv.1500589	Crossref
3804	10.5194/tc-5-715-2011	Crossref
3806	10.3389/fmars.2016.00041	Crossref
3807	10.1080/1523908X.2018.1558848	Crossref
3808	10.9734/AJEE/2018/41019	Crossref
3809	10.1007/s10584-017-2039-4	Crossref
3810	10.1016/j.chemgeo.2015.01.016	Crossref
3811	10.1146/annurev-marine-122414-034025	Crossref
3812	10.1038/nature12855	Crossref
3813	10.1038/nclimate3012	Crossref
3814	10.1111/j.1753-318X.2011.01119.x	Crossref
3815	10.1111/risa.12088	Crossref
3816	10.1002/gdj3.42	Crossref
3817	10.1002/2015RG000502	Crossref
3818	10.1080/21632324.2015.1022967	Crossref
3819	10.1007/978-3-319-75453-6	Crossref
3820	10.1038/nclimate2566	Crossref
3821	10.1002/ece3.3550	Crossref
3822	10.1016/j.scitotenv.2017.07.229	Crossref
3823	10.1016/j.still.2017.01.007	Crossref
3824	10.1016/j.marpolbul.2014.01.012	Crossref
3825	10.1175/JCLI-D-17-0068.1	Crossref
3826	10.1007/978-3-642-38186-7	Crossref
3827	10.1038/ncomms8016	Crossref
3828	10.1016/j.gloplacha.2007.02.007	Crossref
3829	10.1007/s10113-015-0878-y	Crossref
3830	10.1038/s41598-017-10958-y	Crossref
3831	10.1016/j.compag.2015.10.020	Crossref
3832	10.5194/bg-14-1739-2017	Crossref
3833	10.1073/pnas.1524766113	Crossref
3834	10.1175/JCLI-D-13-00125.1	Crossref
3835	10.1002/2017GL076129	Crossref
3836	10.1029/2012GL052947	Crossref
3837	10.1038/ngeo462	Crossref
3838	10.1007/s00477-014-0939-7	Crossref
3839	10.1007/s10661-010-1660-8	Crossref
3840	10.1007/s10584-013-0749-9	Crossref
3841	10.5194/tc-12-3861-2018	Crossref
3842	10.1177/0263774X15614457	Crossref
3843	10.4031/MTSJ.52.2.12	Crossref
3844	10.1111/j.1936-704X.2018.03287.x	Crossref
3845	10.1016/j.ijdrr.2018.01.001	Crossref
3846	10.1175/JCLI-D-12-00501.1	Crossref
3848	10.1016/j.ecss.2012.02.021	Crossref
3849	10.1080/0042098032000094423	Crossref
3850	10.1029/2012GL053240	Crossref
3851	10.1016/j.pce.2016.11.001	Crossref
3852	10.1073/pnas.1612066114	Crossref
3853	10.1007/s13280-018-1141-9	Crossref
3854	10.1177/0956247816647340	Crossref
3855	10.1080/03736245.2014.924867	Crossref
3856	10.1126/science.1072708	Crossref
3857	10.1016/j.marenvres.2018.08.009	Crossref
3859	10.1016/j.renene.2014.10.048	Crossref
3860	10.1007/s13753-014-0021-6	Crossref
3861	10.1016/j.ijdrr.2015.08.001	Crossref
3862	10.1016/j.imic.2015.06.004	Crossref
3865	10.1080/17451000.2016.1189081	Crossref
3866	10.1017/S0376892902000048	Crossref
3867	10.1016/B978-0-444-63893-9.00023-X	Crossref
3868	10.1016/j.foreco.2017.08.016	Crossref
3869	10.1016/j.scitotenv.2011.11.058	Crossref
3870	10.1126/science.1201066	Crossref
3871	10.1186/s12862-016-0654-8	Crossref
3872	10.1016/j.seares.2019.01.005	Crossref
3873	10.1038/nclimate1666	Crossref
3874	10.1007/s00382-015-2507-3	Crossref
3875	10.1038/s41598-018-29251-7	Crossref
3876	10.1016/j.marpol.2017.05.007	Crossref
3877	10.1016/j.aqrep.2015.08.001	Crossref
3878	10.1016/j.ocecoaman.2015.06.008	Crossref
3879	10.1016/j.ocecoaman.2016.08.017	Crossref
3880	10.1016/j.marpol.2016.01.011	Crossref
3881	10.1016/j.hal.2015.03.001	Crossref
3882	10.1016/j.ecolecon.2016.07.012	Crossref
3883	10.1111/gcb.13667	Crossref
3884	10.1038/s41598-018-31824-5	Crossref
3885	10.1016/j.jenvman.2016.07.038	Crossref
3886	10.1038/nature17155	Crossref
3887	10.1016/j.neubiorev.2015.04.016	Crossref
3888	10.1002/grl.50684	Crossref
3889	10.1146/annurev-marine-010814-015746	Crossref
3890	10.1371/journal.pone.0175851	Crossref
3891	10.1007/s00227-016-2958-z	Crossref
3892	10.1029/2011JC007511	Crossref
3893	10.5194/os-5-607-2009	Crossref
3894	10.1111/j.1467-2979.2008.00310.x	Crossref
3895	10.1038/s41598-017-10424-9	Crossref
3896	10.1016/j.jembe.2014.07.001	Crossref
3897	10.1007/s40641-015-0002-x	Crossref
3898	10.1016/j.agrformet.2014.10.005	Crossref
3899	10.1111/mec.13121	Crossref
3900	10.1111/gcb.12754	Crossref
3901	10.3390/toxins11040188	Crossref
3902	10.1111/gcb.13989	Crossref
3903	10.3389/fmars.2018.00411	Crossref
3904	10.1371/journal.pone.0072665	Crossref
3905	10.1111/jpy.12077	Crossref
3906	10.1016/B978-0-12-396483-0.00017-0	Crossref
3907	10.5751/ES-07759-200426	Crossref
3908	10.1126/science.aav2051	Crossref
3909	10.1016/j.envsci.2016.06.009	Crossref
3910	10.1007/s10531-016-1141-7	Crossref
3911	10.3137/OC311.2009	Crossref
3912	10.1080/17565529.2014.918868	Crossref
3913	10.1098/rspb.2013.3276	Crossref
3914	10.1038/ngeo2469	Crossref
3915	10.4319/lo.2009.54.5.1501	Crossref
3916	10.1371/journal.pone.0125404	Crossref
3917	10.1016/j.ecoser.2012.07.001	Crossref
3918	10.5194/adgeo-6-243-2006	Crossref
3919	10.1016/j.fishres.2016.05.020	Crossref
3920	10.1016/j.tra.2017.08.010	Crossref
3921	10.1111/gcb.13331	Crossref
3922	10.1073/pnas.1421946112	Crossref
3923	10.1016/j.marpol.2017.08.015	Crossref
3924	10.1007/978-981-13-2526-7_12	Crossref
3925	10.1111/gcb.13818	Crossref
3926	10.1016/j.marenvres.2015.11.005	Crossref
3927	10.1016/j.energy.2015.01.114	Crossref
3928	10.1016/j.wace.2014.12.004	Crossref
3929	10.1038/nclimate3326	Crossref
3930	10.1016/j.ijsbe.2017.03.007	Crossref
3931	10.1029/2005GB002591	Crossref
3932	10.1029/2018GB005886	Crossref
3933	10.1186/s13021-017-0077-x	Crossref
3934	10.1016/j.uclim.2015.06.005	Crossref
3935	10.1007/s13753-013-0020-z	Crossref
3936	10.1016/j.marpol.2016.09.013	Crossref
3937	10.1175/JPO-D-17-0034.1	Crossref
3938	10.1038/s41598-017-05492-w	Crossref
3939	10.1016/j.oceaneng.2010.01.015	Crossref
3940	10.3989/scimar.2011.75n3571	Crossref
3941	10.1016/j.jembe.2015.04.019	Crossref
3943	10.1016/j.tim.2016.09.008	Crossref
3944	10.1038/NCLIMATE1628	Crossref
3945	10.1073/pnas.0403239101	Crossref
3946	10.3917/rac.038.0029	Crossref
3947	10.1111/gcb.12453	Crossref
3948	10.1016/0011-7471(68)90028-4	Crossref
3949	10.1093/icesjms/fsz061	Crossref
3950	10.3389/fmars.2016.00290	Crossref
3951	10.1016/j.ecss.2015.05.035	Crossref
3952	10.1016/j.marenvres.2017.01.008	Crossref
3953	10.1016/j.ocecoaman.2015.06.004	Crossref
3954	10.1016/j.ecolind.2015.01.039	Crossref
3955	10.1126/science.267.5198.672	Crossref
3956	10.1007/s10872-004-5768-8	Crossref
3957	10.5670/oceanog.2015.38	Crossref
3958	10.1073/pnas.1519080113	Crossref
3959	10.1111/raq.12135	Crossref
3960	10.1007/s00300-015-1870-1	Crossref
3961	10.1016/j.ecss.2013.05.018	Crossref
3962	10.1017/S1368980017001677	Crossref
3963	10.5194/esd-9-797-2018	Crossref
3964	10.1038/nature12857	Crossref
3965	10.5670/oceanog.2014.79	Crossref
3966	10.1890/15-1077	Crossref
3967	10.1016/j.dsr2.2008.12.022	Crossref
3968	10.1038/nclimate2650	Crossref
3969	10.5194/bg-10-2711-2013	Crossref
3970	10.3354/meps12439	Crossref
3971	10.1525/bio.2011.61.2.5	Crossref
3972	10.1038/s41467-018-04568-z	Crossref
3973	10.1002/wcc.508	Crossref
3974	10.1016/j.gloenvcha.2016.07.008	Crossref
3975	10.1098/rspb.2014.0123	Crossref
3977	10.1111/faf.12314	Crossref
3978	10.1016/j.marpol.2016.05.009	Crossref
3979	10.1016/j.marpol.2017.05.019	Crossref
3980	10.1016/j.rse.2018.06.039	Crossref
3981	10.1007/s00382-013-2015-2	Crossref
3982	10.1111/j.1365-2486.2010.02224.x	Crossref
3984	10.1007/s12571-015-0427-z	Crossref
3985	10.5751/ES-06315-190205	Crossref
3986	10.1007/s10668-015-9707-1	Crossref
3987	10.1007/s00267-017-0993-2	Crossref
3988	10.5670/oceanog.2017.1111	Crossref
3989	10.1093/plankt/fbu059	Crossref
3990	10.1007/BF00003221	Crossref
3992	10.1002/gbc.20031	Crossref
3993	10.1016/j.ocecoaman.2014.12.019	Crossref
3997	10.1126/science.1253209	Crossref
3998	10.1038/nclimate2381	Crossref
3999	10.1098/rstb.2012.0231	Crossref
4000	10.1038/s41559-017-0258-8	Crossref
4001	10.1007/s13280-014-0500-4	Crossref
4002	10.1371/journal.pone.0179632	Crossref
4003	10.1038/ngeo1926	Crossref
4004	10.1016/j.dsr2.2014.04.009	Crossref
4005	10.1126/sciadv.1602373	Crossref
4006	10.1016/j.aquaculture.2011.09.024	Crossref
4007	10.1289/ehp.7603	Crossref
4008	10.5194/bg-10-6225-2013	Crossref
4009	10.1098/rsta.2016.0323	Crossref
4010	10.3389/fmars.2018.00365	Crossref
4011	10.1111/1365-2664.13169	Crossref
4012	10.1038/srep27908	Crossref
4013	10.1016/J.ENG.2016.01.011	Crossref
4016	10.1016/j.envpol.2018.10.065	Crossref
4017	10.1002/lno.10374	Crossref
4018	10.1146/annurev-micro-102215-095440	Crossref
4019	10.1098/rspb.2018.2840	Crossref
4020	10.5194/bg-12-4421-2015	Crossref
4021	10.1289/ehp.0800084	Crossref
4022	10.1371/journal.pone.0197502	Crossref
4023	10.1016/j.pocean.2014.01.004	Crossref
4024	10.3354/meps11411	Crossref
4025	10.1098/rsta.2015.0299	Crossref
4026	10.1038/s41586-019-1098-2	Crossref
4027	10.1111/gcb.14102	Crossref
4028	10.1111/gcb.13287	Crossref
4029	10.1038/nclimate2811	Crossref
4030	10.3354/meps10121	Crossref
4031	10.1126/science.1131669	Crossref
4032	10.1371/journal.pone.0063091	Crossref
4033	10.1002/2014GB005014	Crossref
4034	10.1002/2017GL072945	Crossref
4035	10.1175/JPO-D-16-0178.1	Crossref
4036	10.15406/jamb.2015.03.00053	Crossref
4038	10.5670/oceanog.2015.31	Crossref
4039	10.12688/f1000research.2-187.v1	Crossref
4040	10.1016/j.cub.2009.05.046	Crossref
4041	10.1016/j.dsr2.2016.11.004	Crossref
4042	10.1073/pnas.1504709112	Crossref
4043	10.1016/j.dsr2.2012.12.001	Crossref
4044	10.1016/j.cosust.2014.12.005	Crossref
4045	10.1111/gcb.12680	Crossref
4046	10.1007/s00338-002-0215-z	Crossref
4047	10.1007/s00338-011-0804-9	Crossref
4048	10.1890/03-9000	Crossref
4049	10.1016/j.ocecoaman.2018.06.007	Crossref
4050	10.1007/s10113-018-1311-0	Crossref
4051	10.1038/nature24063	Crossref
4052	10.3389/fmars.2016.00086	Crossref
4053	10.1126/science.aau0382	Crossref
4054	10.5194/bg-10-719-2013	Crossref
4055	10.1111/gcb.14512	Crossref
4056	10.1002/2015RG000493	Crossref
4057	10.1111/j.1439-0485.2010.00359.x	Crossref
4058	10.1016/j.tourman.2014.09.023	Crossref
4059	10.1016/j.ijdrr.2015.06.008	Crossref
4060	10.3386/w20018	Crossref
4061	10.1016/j.ocecoaman.2017.07.010	Crossref
4062	10.1021/es010982n	Crossref
4063	10.3354/ame01819	Crossref
4064	10.1038/nature12976	Crossref
4066	10.3389/fmars.2017.00101	Crossref
4067	10.1016/j.biocon.2016.04.020	Crossref
4068	10.1016/j.polsoc.2016.05.002	Crossref
4069	10.1016/j.landurbplan.2015.02.013	Crossref
4070	10.5194/bg-12-5429-2015	Crossref
4071	10.1111/jbi.13115	Crossref
4072	10.1038/s41586018-0006-5	Resource not found
4073	10.1038/s41467-017-00417-7	Crossref
4074	10.1016/j.scitotenv.2019.02.104	Crossref
4075	10.3389/fmars.2018.00433	Crossref
4076	10.1007/s10021-017-0212-2	Crossref
4077	10.1016/B978-0-12-809665-9.09772-X	Crossref
4078	10.1038/nature05271	Crossref
4080	10.1016/j.earscirev.2016.01.002	Crossref
4081	10.1016/j.seares.2016.12.008	Crossref
4082	10.1016/j.ecss.2018.01.022	Crossref
4083	10.1007/s12237-015-9971-1	Crossref
4084	10.1080/03632415.2017.1342491	Crossref
4085	10.1093/plankt/fbs091	Crossref
4086	10.5194/gmd-9-1545-2016	Crossref
4087	10.1111/faf.12168	Crossref
4088	10.1108/IJCCSM-07-2017-0149	Crossref
4089	10.1002/2017GB005781	Crossref
4090	10.5194/cp-14-1819-2018	Crossref
4091	10.1002/2016GB005485	Crossref
4092	10.1016/j.cities.2018.01.014	Crossref
4094	10.1038/s41598-018-31683-0	Crossref
4095	10.1017/S0007485316001097	Crossref
4096	10.1007/s10531-019-01716-9	Crossref
4097	10.1038/srep11903	Crossref
4098	10.1016/j.margeo.2016.12.006	Crossref
4099	10.1080/17565529.2016.1167665	Crossref
4100	10.1111/1365-2435.12389	Crossref
4101	10.1038/ncomms14847	Crossref
4102	10.1016/j.scitotenv.2005.09.043	Crossref
4103	10.1016/j.oceano.2016.01.003	Crossref
4104	10.1007/s00484-013-0711-6	Crossref
4105	10.1016/j.ecolecon.2011.11.011	Crossref
4106	10.1016/j.scitotenv.2016.02.162	Crossref
4107	10.1186/s12889-016-2953-9	Crossref
4108	10.1111/j.1469-1795.2012.00589.x	Crossref
4109	10.1016/j.zool.2015.01.002	Crossref
4110	10.1111/gcb.14401	Crossref
4111	10.1016/S0967-0645(03)00026-2	Crossref
4112	10.1038/s41558-017-0003-y	Crossref
4113	10.1016/j.scitotenv.2018.02.060	Crossref
4114	10.1016/j.gloenvcha.2014.10.011	Crossref
4115	10.1016/j.envdev.2015.07.010	Crossref
4116	10.1016/j.accre.2017.05.006	Crossref
4117	10.1126/science.aav7619	Crossref
4119	10.1016/j.pocean.2014.09.003	Crossref
4120	10.3354/meps07414	Crossref
4121	10.1111/faf.12177	Crossref
4122	10.1111/gcb.14390	Crossref
4123	10.1126/science.aag2331	Crossref
4124	10.1038/nature12156	Crossref
4125	10.1038/s41598-018-20644-2	Crossref
4126	10.1038/ncomms14434	Crossref
4127	10.1029/2002GB001917	Crossref
4128	10.1371/journal.pone.0149937	Crossref
4129	10.1016/j.biocon.2013.08.010	Crossref
4130	10.1093/icesjms/fss206	Crossref
4131	10.1080/09670262.2017.1359678	Crossref
4132	10.1111/gcb.12562	Crossref
4133	10.1017/CBO9781107415324.015	Crossref
4134	10.1038/s41558-017-0065-x	Crossref
4135	10.1007/s10113-015-0832-z	Crossref
4136	10.1017/S0030605312001718	Crossref
4137	10.1371/journal.pone.0166681	Crossref
4138	10.1007/s10818-010-9092-7	Crossref
4139	10.1016/j.grj.2017.05.001	Crossref
4140	10.1111/gcb.13059	Crossref
4141	10.1038/srep05024	Crossref
4142	10.5194/bg-10-1849-2013	Crossref
4143	10.1016/j.jembe.2017.09.016	Crossref
4144	10.1016/j.marpol.2016.04.030	Crossref
4145	10.1016/j.marpolbul.2012.09.006	Crossref
4146	10.1016/j.trpro.2016.05.044	Crossref
4148	10.1111/eva.12120	Crossref
4149	10.1175/JPO2876.1	Crossref
4150	10.1016/j.jenvman.2017.12.051	Crossref
4152	10.3389/fmars.2015.00128	Crossref
4153	10.1021/es202496y	Crossref
4154	10.1111/j.1439-0485.2009.00334.x	Crossref
4155	10.7202/1033070	Resource not found
4156	10.1098/rspb.2018.1168	Crossref
4157	10.1093/icb/icq054	Crossref
4158	10.1016/j.ecoser.2017.09.008	Crossref
4159	10.1016/j.gloenvcha.2014.04.002	Crossref
4160	10.1007/s10021-015-9925-2	Crossref
4161	10.1093/icesjms/fsx084	Crossref
4162	10.1111/gcb.12582	Crossref
4163	10.3354/meps309001	Crossref
4164	10.1016/j.ecss.2016.08.018	Crossref
4165	10.1111/eva.12135	Crossref
4166	10.1093/icesjms/fst228	Crossref
4167	10.3389/fmars.2018.00409	Crossref
4168	10.1016/j.coastaleng.2017.08.009	Crossref
4169	10.1016/j.dsr2.2017.07.012	Crossref
4170	10.1016/j.crm.2016.01.003	Crossref
4171	10.1146/annurev-marine-010213-135138	Crossref
4172	10.1016/j.jenvman.2016.08.078	Crossref
4173	10.1016/j.pocean.2011.07.013	Crossref
4174	10.1111/j.1461-0248.2004.00634.x	Crossref
4175	10.1016/S0169-5347(01)02215-7	Crossref
4176	10.1007/s11852-014-0369-1	Crossref
4177	10.1016/j.ecolecon.2017.04.009	Crossref
4178	10.1002/jgrc.20224	Crossref
4179	10.1016/j.marpol.2015.04.008	Crossref
4180	10.1016/j.pocean.2013.05.013	Crossref
4181	10.1016/B978-0-12-814003-1.00036-8	Crossref
4182	10.1016/j.dsr.2012.01.014	Crossref
4183	10.1098/rspb.2010.0462	Crossref
4184	10.1016/j.scitotenv.2013.09.095	Crossref
4185	10.1016/j.scitotenv.2018.07.207	Crossref
4186	10.1016/j.jort.2016.01.003	Crossref
4187	10.1093/jhered/esv073	Crossref
4188	10.1016/j.ecss.2008.09.022	Crossref
4189	10.1016/j.scitotenv.2019.03.494	Crossref
4190	10.1175/JCLI-D-15-0396.1	Crossref
4191	10.1016/j.dsr.2019.04.002	Crossref
4193	10.1002/2014GL061844	Crossref
4194	10.1002/2016GL070413	Crossref
4196	10.1126/science.aat1953	Crossref
4197	10.1021/acs.est.7b03532	Crossref
4198	10.1002/2017JC013165	Crossref
4199	10.1126/science.1202422	Crossref
4200	10.1002/2013GB004739	Crossref
4201	10.1002/2016GB005551	Crossref
4202	10.1016/j.marpol.2015.12.011	Crossref
4203	10.1080/13574809.2015.1133224	Crossref
4204	10.1111/1365-2435.13095	Crossref
4205	10.1127/pip/2019/0081	Crossref
4206	10.1130/G32977.1	Crossref
4207	10.1007/s10533-017-0310-4	Crossref
4208	10.1146/annurev-environ-102017-025817	Crossref
4209	10.1007/978-981-13-2306-5_1	Crossref
4211	10.1016/j.ecss.2016.03.032	Crossref
4212	10.1007/978-94-007-6704-1_34	Crossref
4213	10.5194/bg-7-81-2010	Crossref
4215	10.1017/S0025315406014391	Crossref
4216	10.1016/j.egypro.2014.11.698	Crossref
4217	10.1016/j.envsci.2016.09.001	Crossref
4218	10.1038/nature07080	Crossref
4219	10.1038/ngeo1123	Crossref
4220	10.1111/gcb.13903	Crossref
4221	10.1146/annurev-marine-041911-111611	Crossref
4222	10.1073/pnas.0906044106	Crossref
4223	10.1111/geb.12729	Crossref
4224	10.1175/JPO-D-15-0056.1	Crossref
4225	10.1002/lno.10617	Crossref
4226	10.1016/j.scitotenv.2019.02.364	Crossref
4227	10.1186/s12864-016-2583-8	Crossref
4228	10.1016/j.scitotenv.2018.02.265	Crossref
4229	10.3389/fmars.2018.00190	Crossref
4230	10.1007/s12237-013-9594-3	Crossref
4231	10.1007/s12237-018-0368-9	Crossref
4232	10.1029/2010GB003793	Crossref
4233	10.5194/bg-2-1-2005	Crossref
4234	10.3389/fmars.2017.00100	Crossref
4235	10.1016/j.envdev.2016.12.002	Crossref
4236	10.1038/nrmicro1992	Crossref
4237	10.4236/ajps.2013.412A2005	Crossref
4238	10.5670/oceanog.2013.62	Crossref
4239	10.1016/j.ecolmodel.2015.10.012	Crossref
4240	10.1111/gcb.12460	Crossref
4242	10.22004/ag.econ.264980	DataCite
4243	10.1002/lno.10345	Crossref
4245	10.1016/j.marpol.2017.09.033	Crossref
4246	10.5670/oceanog.2015.03	Crossref
4247	10.5194/bg-15-7111-2018	Crossref
4248	10.1002/2013GL058888	Crossref
4249	10.1038/nclimate2722	Crossref
4250	10.1002/gbc.20042	Crossref
4252	10.1002/wcc.478	Crossref
4253	10.1002/2017GB005630	Crossref
4254	10.1175/JPO-D-13-0224.1	Crossref
4255	10.1038/nature13022	Crossref
4256	10.1371/journal.pone.0057212	Crossref
4257	10.1038/nature02808	Crossref
4258	10.1016/j.jembe.2014.04.015	Crossref
4259	10.1038/nclimate2508	Crossref
4260	10.1038/s41598-018-34977-5	Crossref
4261	10.1016/j.cosust.2015.02.008	Crossref
4262	10.1016/j.marenvres.2017.03.007	Crossref
4263	10.1016/B978-0-12-814003-1.00001-0	Crossref
4264	10.1016/j.envsci.2016.05.013	Crossref
4265	10.1016/j.proenv.2016.04.031	Crossref
4266	10.1111/pre.12170	Crossref
4267	10.1371/journal.pone.0099228	Crossref
4268	10.1371/journal.pone.0092452	Crossref
4269	10.1111/gcb.12513	Crossref
4270	10.1038/nclimate2575	Crossref
4271	10.1038/nclimate2106	Crossref
4272	10.1002/fee.1282	Crossref
4273	10.1111/gcb.14630	Crossref
4274	10.1016/j.actatropica.2015.05.028	Crossref
4275	10.1073/pnas.1422020112	Crossref
4276	10.1016/j.ijdrr.2017.04.007	Crossref
4277	10.1016/j.envpol.2018.07.069	Crossref
4278	10.1038/nclimate2380	Crossref
4279	10.1016/j.marpolbul.2004.11.028	Crossref
4280	10.5380/dma.v38i0.45850	Crossref
4281	10.3390/su9112143	Crossref
